Blade section properties
50	n_secs:	number of blade or tower sections at which properties are specified (-)

sec_loc	str_tw	tw_iner	mass_den	flp_iner	edge_iner	flp_stff	edge_stff	tor_stff	axial_stff	cg_offst	sc_offst	tc_offst
(-)	(deg)	(deg)	(kg/m)		(kg-m)		(kg-m)		(Nm^2)		(Nm^2)		(Nm^2)		(N)		(m)		(m)		(m)
0.67347	 -0.173	 -0.173	 256.31		    0.10	    0.10	1.75E+09	3.54E+09	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.69388	 -0.407	 -0.407	 239.38		    0.10	    0.10	1.48E+09	2.86E+09	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.71429	 -0.680	 -0.680	 222.16		    0.10	    0.10	1.23E+09	2.41E+09	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.73469	 -0.999	 -0.999	 202.14		    0.10	    0.10	9.92E+08	2.06E+09	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.75510	 -1.321	 -1.321	 180.55		    0.10	    0.10	7.97E+08	1.71E+09	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.77551	 -1.623	 -1.623	 157.66		    0.10	    0.10	6.38E+08	1.34E+09	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.79592	 -1.884	 -1.884	 135.48		    0.10	    0.10	5.02E+08	1.01E+09	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.81633	 -2.086	 -2.086	 112.08		    0.10	    0.10	3.84E+08	7.82E+08	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.83673	 -2.164	 -2.164	  94.29		    0.10	    0.10	2.92E+08	6.26E+08	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.85714	 -2.176	 -2.176	  78.01		    0.10	    0.10	2.23E+08	4.85E+08	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.87755	 -2.155	 -2.155	  64.33		    0.10	    0.10	1.66E+08	3.75E+08	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.89796	 -2.103	 -2.103	  53.44		    0.10	    0.10	1.18E+08	2.92E+08	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.91837	 -2.018	 -2.018	  44.50		    0.10	    0.10	7.92E+07	2.24E+08	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.93878	 -1.897	 -1.897	  36.70		    0.10	    0.10	4.92E+07	1.63E+08	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.95918	 -1.724	 -1.724	  26.87		    0.10	    0.10	2.74E+07	1.06E+08	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
0.97959	 -1.508	 -1.508	  21.57		    0.10	    0.10	1.30E+07	6.72E+07	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
1.00000	 -1.242	 -1.242	   5.77		    0.10	    0.10	1.86E+05	1.66E+06	9.00E+13	9.00E+11	0.00E+00	0.00E+00	0.00E+00
